geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chrom,strand,left,right,GeneName,name,location,,
ENSG00000242125,376.452,0.138,0.111,1.247,0.212,0.434,1,+,28832491,28837404,SNHG3,small nucleolar RNA host gene 3 [Source:HGNC Symbol,Acc:HGNC:10118],1:28832491-28837404,
ENSG00000200087,7.792,0.071,0.23,0.309,0.757,0.886,1,+,28835070,28835274,SNORA73B,"small nucleolar RNA, H/ACA box 73B [Source:HGNC Symbol;Acc:HGNC:10116]",1:28835070-28835274,,
ENSG00000231468,0.985,0.327,0.247,1.325,0.185,NA,1,-,28852829,28853739,PRDX3P2,peroxiredoxin 3 pseudogene 2 [Source:HGNC Symbol,Acc:HGNC:39265],1:28852829-28853739,
ENSG00000180098,182.79,-0.229,0.067,-3.402,0.001,0.004,1,+,28879596,28905051,TRNAU1AP,tRNA selenocysteine 1 associated protein 1 [Source:HGNC Symbol,Acc:HGNC:30813],1:28879596-28905051,
ENSG00000197989,173.555,-0.073,0.089,-0.822,0.411,0.647,1,-,28905049,28907522,SNHG12,small nucleolar RNA host gene 12 [Source:HGNC Symbol,Acc:HGNC:30062],1:28905049-28907522,
ENSG00000221539,2.981,0.002,0.266,0.009,0.993,0.996,1,-,28905260,28905334,SNORD99,"small nucleolar RNA, C/D box 99 [Source:HGNC Symbol;Acc:HGNC:32762]",1:28905260-28905334,,
ENSG00000120656,164.635,-0.009,0.068,-0.129,0.897,0.955,1,-,28915834,28944542,TAF12,TATA-box binding protein associated factor 12 [Source:HGNC Symbol,Acc:HGNC:11545],1:28915834-28944542,
ENSG00000188060,12.551,-0.091,0.197,-0.461,0.645,0.818,1,+,28918711,28921955,RAB42,"RAB42, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:28702]",1:28918711-28921955,,
ENSG00000229388,2.364,-0.257,0.267,-0.964,0.335,0.576,1,+,28969739,28975042,RP11-442N24__B.1,,1:28969739-28975042,,
ENSG00000162419,154.667,-0.11,0.07,-1.567,0.117,0.289,1,+,28995243,29045865,GMEB1,glucocorticoid modulatory element binding protein 1 [Source:HGNC Symbol,Acc:HGNC:4370],1:28995243-29045865,
ENSG00000198492,750.537,0.134,0.037,3.618,0,0.002,1,+,29063132,29069383,YTHDF2,YTH N(6)-methyladenosine RNA binding protein 2 [Source:HGNC Symbol,Acc:HGNC:31675],1:29063132-29069383,
ENSG00000116329,0.687,-0.055,0.222,-0.246,0.806,NA,1,+,29138653,29190208,OPRD1,"opioid receptor, delta 1 [Source:HGNC Symbol;Acc:HGNC:8153]",1:29138653-29190208,,
ENSG00000226852,3.843,0.267,0.26,1.025,0.305,0.545,1,+,29194086,29197779,NA,NA,1:29194086-29197779,,
ENSG00000233427,3.256,-0.137,0.263,-0.52,0.603,0.792,1,-,29196994,29203848,RP1-212P9.3,,1:29196994-29203848,,
ENSG00000159023,361.912,0.131,0.06,2.201,0.028,0.097,1,+,29213602,29446532,EPB41,erythrocyte membrane protein band 4.1 [Source:HGNC Symbol,Acc:HGNC:3377],1:29213602-29446532,
ENSG00000225616,2.068,-0.044,0.266,-0.165,0.869,0.944,1,-,29308789,29309120,RP4-604A21.1,,1:29308789-29309120,,
ENSG00000253304,41.932,0.153,0.139,1.099,0.272,0.508,1,-,29445939,29450447,TMEM200B,transmembrane protein 200B [Source:HGNC Symbol,Acc:HGNC:33785],1:29445939-29450447,
ENSG00000116350,664.957,-0.18,0.055,-3.27,0.001,0.006,1,-,29474254,29508499,SRSF4,serine/arginine-rich splicing factor 4 [Source:HGNC Symbol,Acc:HGNC:10786],1:29474254-29508499,
ENSG00000227637,0.714,-0.371,0.213,-1.74,0.082,NA,1,+,29479000,29479503,NA,NA,1:29479000-29479503,,
ENSG00000116353,135.55,0.07,0.08,0.877,0.381,0.621,1,-,29519384,29557436,MECR,mitochondrial trans-2-enoyl-CoA reductase [Source:HGNC Symbol,Acc:HGNC:19691],1:29519384-29557436,
ENSG00000060656,316.11,-0.057,0.059,-0.951,0.341,0.582,1,+,29563027,29652173,PTPRU,"protein tyrosine phosphatase, receptor type, U [Source:HGNC Symbol;Acc:HGNC:9683]",1:29563027-29652173,,
ENSG00000225011,0.965,0.228,0.238,0.956,0.339,NA,1,-,29814704,29823405,RP11-810H18.1,,1:29814704-29823405,,
ENSG00000162510,5.462,-0.277,0.242,-1.148,0.251,0.483,1,-,31184123,31196434,MATN1,"matrilin 1, cartilage matrix protein [Source:HGNC Symbol;Acc:HGNC:6907]",1:31184123-31196434,,
ENSG00000186056,16.163,-0.328,0.181,-1.813,0.07,0.199,1,+,31191350,31199591,MATN1-AS1,MATN1 antisense RNA 1 [Source:HGNC Symbol,Acc:HGNC:40364],1:31191350-31199591,
ENSG00000162511,1.154,-0.047,0.244,-0.192,0.847,NA,1,-,31205315,31230667,LAPTM5,lysosomal protein transmembrane 5 [Source:HGNC Symbol,Acc:HGNC:29612],1:31205315-31230667,
ENSG00000223382,1.452,-0.305,0.261,-1.167,0.243,NA,1,+,31297074,31307131,RP5-1125N11.2,,1:31297074-31307131,,
ENSG00000235143,4.613,-0.113,0.25,-0.453,0.65,0.822,1,+,31331004,31333101,RP1-65J11.5,,1:31331004-31333101,,
ENSG00000162512,296.609,0.061,0.054,1.126,0.26,0.495,1,-,31342313,31351587,SDC3,syndecan 3 [Source:HGNC Symbol,Acc:HGNC:10660],1:31342313-31351587,
ENSG00000134644,856.504,0.118,0.065,1.817,0.069,0.198,1,-,31404352,31538542,PUM1,pumilio RNA binding family member 1 [Source:HGNC Symbol,Acc:HGNC:14957],1:31404352-31538542,
ENSG00000200154,0.335,0.003,0.161,0.019,0.985,NA,1,-,31408534,31408620,NA,NA,1:31408534-31408620,,
ENSG00000225142,7.122,0.176,0.226,0.78,0.435,0.669,1,-,31581034,31581470,RP11-490K7.1,,1:31581034-31581470,,
ENSG00000084628,146.18,0.037,0.086,0.426,0.67,0.834,1,-,31652591,31712401,NKAIN1,Na+/K+ transporting ATPase interacting 1 [Source:HGNC Symbol,Acc:HGNC:25743],1:31652591-31712401,
ENSG00000060688,309.801,0.003,0.057,0.049,0.961,0.983,1,-,31732416,31769617,SNRNP40,"small nuclear ribonucleoprotein, U5 40kDa subunit [Source:HGNC Symbol;Acc:HGNC:30857]",1:31732416-31769617,,
ENSG00000229447,1.854,-0.162,0.265,-0.614,0.539,0.748,1,-,31736091,31736528,RP11-490K7.4,,1:31736091-31736528,,
ENSG00000121766,268.013,0.326,0.061,5.368,0,0,1,+,31769841,31837783,ZCCHC17,"zinc finger, CCHC domain containing 17 [Source:HGNC Symbol;Acc:HGNC:30246]",1:31769841-31837783,,
ENSG00000229044,41.769,0.36,0.123,2.92,0.003,0.017,1,-,31805913,31819646,RP11-266K22.2,,1:31805913-31819646,,
ENSG00000121769,3.527,0.389,0.261,1.488,0.137,0.322,1,-,31838471,31845923,FABP3,"fatty acid binding protein 3, muscle and heart [Source:HGNC Symbol;Acc:HGNC:3557]",1:31838471-31845923,,
ENSG00000168528,2343.51,-0.071,0.057,-1.256,0.209,0.43,1,+,31882411,31907524,SERINC2,serine incorporator 2 [Source:HGNC Symbol,Acc:HGNC:23231],1:31882411-31907524,
ENSG00000268950,315.771,-0.058,0.06,-0.963,0.336,0.576,1,-,31902191,31902614,NA,NA,1:31902191-31902614,,
ENSG00000215899,117.633,0.127,0.088,1.442,0.149,0.343,1,-,31960435,31961777,RP11-439L8.2,,1:31960435-31961777,,
ENSG00000223907,6.23,-0.072,0.236,-0.303,0.762,0.888,1,+,31984035,31989846,LINC01226,long intergenic non-protein coding RNA 1226 [Source:HGNC Symbol,Acc:HGNC:49678],1:31984035-31989846,
ENSG00000142910,142.215,-0.065,0.075,-0.868,0.385,0.625,1,+,32042115,32053288,TINAGL1,tubulointerstitial nephritis antigen-like 1 [Source:HGNC Symbol,Acc:HGNC:19168],1:32042115-32053288,
ENSG00000121764,23.567,0.27,0.163,1.652,0.099,0.256,1,+,32083286,32089350,HCRTR1,hypocretin (orexin) receptor 1 [Source:HGNC Symbol,Acc:HGNC:4848],1:32083286-32089350,
ENSG00000162517,455.547,0.021,0.062,0.338,0.736,0.873,1,-,32095462,32110488,PEF1,penta-EF-hand domain containing 1 [Source:HGNC Symbol,Acc:HGNC:30009],1:32095462-32110488,
ENSG00000235790,2.907,-0.1,0.266,-0.377,0.706,0.856,1,+,32109649,32125377,RP11-73M7.6,,1:32109649-32125377,,
ENSG00000264078,1.745,0.148,0.263,0.563,0.574,0.772,1,+,32110294,32114972,RP11-73M7.9,,1:32110294-32114972,,
ENSG00000084636,49.368,0.063,0.126,0.498,0.618,0.802,1,-,32117847,32169920,COL16A1,"collagen, type XVI, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2193]",1:32117847-32169920,,
ENSG00000121753,883.019,-0.174,0.045,-3.853,0,0.001,1,-,32192717,32196906,ADGRB2,adhesion G protein-coupled receptor B2 [Source:HGNC Symbol,Acc:HGNC:944],1:32192717-32196906,
ENSG00000254545,21.943,-0.099,0.156,-0.637,0.524,0.738,1,+,32254730,32256923,RP11-84A19.3,,1:32254730-32256923,,
ENSG00000134668,435.858,-0.164,0.085,-1.924,0.054,0.165,1,-,32256022,32281623,SPOCD1,SPOC domain containing 1 [Source:HGNC Symbol,Acc:HGNC:26338],1:32256022-32281623,
ENSG00000203620,15.764,0.129,0.182,0.707,0.48,0.704,1,-,32307619,32321169,RP11-84A19.2,,1:32307619-32321169,,
ENSG00000269967,6.808,-0.346,0.231,-1.497,0.134,0.319,1,-,32317513,32387442,RP11-84A19.4,,1:32317513-32387442,,
ENSG00000184007,4886.774,0.192,0.044,4.368,0,0,1,-,32372021,32385084,PTP4A2,"protein tyrosine phosphatase type IVA, member 2 [Source:HGNC Symbol;Acc:HGNC:9635]",1:32372021-32385084,,
ENSG00000212673,6.916,0.168,0.234,0.718,0.473,0.699,1,+,32379173,32380745,NA,NA,1:32379173-32380745,,
ENSG00000228634,3.604,-0.121,0.26,-0.466,0.641,0.816,1,+,32398620,32399576,RP4-534N18.2,,1:32398620-32399576,,
ENSG00000121774,2020.896,0.081,0.037,2.185,0.029,0.1,1,+,32479429,32509483,KHDRBS1,"KH domain containing, RNA binding, signal transduction associated 1 [Source:HGNC Symbol;Acc:HGNC:18116]",1:32479429-32509483,,
ENSG00000203325,7.522,-0.232,0.222,-1.046,0.295,0.535,1,-,32517891,32539075,RP11-277A4.4,,1:32517891-32539075,,
ENSG00000121775,140.273,-0.184,0.085,-2.178,0.029,0.101,1,+,32537631,32568464,TMEM39B,transmembrane protein 39B [Source:HGNC Symbol,Acc:HGNC:25510],1:32537631-32568464,
ENSG00000025800,744.492,0.158,0.066,2.417,0.016,0.06,1,+,32573638,32642169,KPNA6,karyopherin alpha 6 (importin alpha 7) [Source:HGNC Symbol,Acc:HGNC:6399],1:32573638-32642169,
ENSG00000084652,925.004,-0.124,0.035,-3.539,0,0.002,1,+,32645286,32663886,TXLNA,taxilin alpha [Source:HGNC Symbol,Acc:HGNC:30685],1:32645286-32663886,
ENSG00000160050,58.726,-0.011,0.108,-0.103,0.918,0.965,1,+,32665986,32670988,CCDC28B,coiled-coil domain containing 28B [Source:HGNC Symbol,Acc:HGNC:28163],1:32665986-32670988,
ENSG00000224066,41.928,-0.047,0.123,-0.378,0.705,0.856,1,-,32670369,32671786,RP4-622L5.7,,1:32670369-32671786,,
ENSG00000160051,106.326,-0.138,0.085,-1.614,0.107,0.271,1,+,32671235,32674288,IQCC,IQ motif containing C [Source:HGNC Symbol,Acc:HGNC:25545],1:32671235-32674288,
ENSG00000222046,26.586,-0.025,0.15,-0.166,0.868,0.944,1,+,32674694,32681797,DCDC2B,doublecortin domain containing 2B [Source:HGNC Symbol,Acc:HGNC:32576],1:32674694-32681797,
ENSG00000160055,136.437,-0.18,0.077,-2.344,0.019,0.071,1,-,32680072,32686797,TMEM234,transmembrane protein 234 [Source:HGNC Symbol,Acc:HGNC:28837],1:32680072-32686797,
ENSG00000084623,1326.536,0.028,0.05,0.564,0.573,0.771,1,+,32687528,32691896,EIF3I,eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol,Acc:HGNC:3272],1:32687528-32691896,
ENSG00000220785,29.125,-0.358,0.152,-2.359,0.018,0.069,1,-,32697258,32706391,MTMR9LP,"myotubularin related protein 9-like, pseudogene [Source:HGNC Symbol;Acc:HGNC:27920]",1:32697258-32706391,,
ENSG00000183615,3.983,-0.463,0.257,-1.798,0.072,0.204,1,+,32712833,32714457,FAM167B,family with sequence similarity 167 member B [Source:HGNC Symbol,Acc:HGNC:28133],1:32712833-32714457,
ENSG00000182866,7.113,-0.225,0.231,-0.971,0.331,0.572,1,+,32716839,32751766,LCK,"LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]",1:32716839-32751766,,
ENSG00000116478,1308.206,-0.066,0.032,-2.07,0.038,0.125,1,+,32757686,32799236,HDAC1,histone deacetylase 1 [Source:HGNC Symbol,Acc:HGNC:4852],1:32757686-32799236,
ENSG00000175130,870.116,0.195,0.052,3.711,0,0.001,1,-,32799432,32801980,MARCKSL1,MARCKS-like 1 [Source:HGNC Symbol,Acc:HGNC:7142],1:32799432-32801980,
ENSG00000162526,66.642,0.128,0.118,1.086,0.277,0.514,1,+,32817121,32819142,TSSK3,testis-specific serine kinase 3 [Source:HGNC Symbol,Acc:HGNC:15473],1:32817121-32819142,
ENSG00000225828,128.203,-0.069,0.111,-0.616,0.538,0.747,1,-,32826870,32827844,FAM229A,family with sequence similarity 229 member A [Source:HGNC Symbol,Acc:HGNC:44652],1:32826870-32827844,
ENSG00000160058,768.39,0.265,0.05,5.35,0,0,1,-,32830703,32860049,BSDC1,BSD domain containing 1 [Source:HGNC Symbol,Acc:HGNC:25501],1:32830703-32860049,
ENSG00000224333,0.489,0.06,0.196,0.305,0.76,NA,1,-,32867709,32868716,GAPDHP20,glyceraldehyde 3 phosphate dehydrogenase pseudogene 20 [Source:HGNC Symbol,Acc:HGNC:37772],1:32867709-32868716,
ENSG00000229259,0.352,-0.305,0.175,-1.745,0.081,NA,1,-,32888814,32892390,LRRC37A12P,"leucine-rich repeat containing 37 member A12, pseudogene [Source:HGNC Symbol;Acc:HGNC:43816]",1:32888814-32892390,,
ENSG00000273274,60.035,0.012,0.111,0.109,0.913,0.962,1,+,32930669,32962287,ZBTB8B,zinc finger and BTB domain containing 8B [Source:HGNC Symbol,Acc:HGNC:37057],1:32930669-32962287,
ENSG00000160062,101.082,-0.218,0.084,-2.588,0.01,0.04,1,+,33005027,33071540,ZBTB8A,zinc finger and BTB domain containing 8A [Source:HGNC Symbol,Acc:HGNC:24172],1:33005027-33071540,
ENSG00000176261,174.474,-0.102,0.077,-1.324,0.186,0.397,1,-,33065772,33116166,ZBTB8OS,zinc finger and BTB domain containing 8 opposite strand [Source:HGNC Symbol,Acc:HGNC:24094],1:33065772-33116166,
ENSG00000162521,1407.409,0.02,0.034,0.59,0.555,0.76,1,+,33116742,33145654,RBBP4,retinoblastoma binding protein 4 [Source:HGNC Symbol,Acc:HGNC:9887],1:33116742-33145654,
ENSG00000162520,491.641,-0.108,0.055,-1.972,0.049,0.151,1,-,33145506,33168361,SYNC,"syncoilin, intermediate filament protein [Source:HGNC Symbol;Acc:HGNC:28897]",1:33145506-33168361,,
ENSG00000162522,2942.816,-0.209,0.048,-4.373,0,0,1,+,33207485,33240571,KIAA1522,KIAA1522 [Source:HGNC Symbol,Acc:HGNC:29301],1:33207485-33240571,
ENSG00000134684,1264.058,0.044,0.039,1.142,0.254,0.486,1,-,33240839,33247704,YARS,tyrosyl-tRNA synthetase [Source:HGNC Symbol,Acc:HGNC:12840],1:33240839-33247704,
ENSG00000116497,302.607,-0.08,0.056,-1.439,0.15,0.344,1,+,33282367,33292090,S100PBP,S100P binding protein [Source:HGNC Symbol,Acc:HGNC:25768],1:33282367-33292090,
ENSG00000160097,12.414,0.012,0.193,0.06,0.952,0.98,1,-,33327868,33328617,FNDC5,fibronectin type III domain containing 5 [Source:HGNC Symbol,Acc:HGNC:20240],1:33327868-33328617,
ENSG00000121905,134.74,-0.195,0.095,-2.043,0.041,0.132,1,+,33351594,33359664,HPCA,hippocalcin [Source:HGNC Symbol,Acc:HGNC:5144],1:33351594-33359664,
ENSG00000121900,503.487,-0.116,0.071,-1.621,0.105,0.268,1,-,33360194,33361188,TMEM54,transmembrane protein 54 [Source:HGNC Symbol,Acc:HGNC:24143],1:33360194-33361188,
ENSG00000116514,136.058,-0.353,0.077,-4.559,0,0,1,-,33402045,33430286,RNF19B,ring finger protein 19B [Source:HGNC Symbol,Acc:HGNC:26886],1:33402045-33430286,
ENSG00000267885,15.517,-0.022,0.179,-0.122,0.903,0.958,1,+,33439267,33439642,NA,NA,1:33439267-33439642,,
ENSG00000236065,8.075,-0.077,0.221,-0.349,0.727,0.868,1,+,33452675,33498070,RP1-117O3.2,,1:33452675-33498070,,
ENSG00000004455,962.125,0.081,0.033,2.48,0.013,0.052,1,-,33473584,33502471,AK2,adenylate kinase 2 [Source:HGNC Symbol,Acc:HGNC:362],1:33473584-33502471,
ENSG00000142920,10.594,-0.442,0.204,-2.173,0.03,0.103,1,+,33546704,33559001,AZIN2,antizyme inhibitor 2 [Source:HGNC Symbol,Acc:HGNC:29957],1:33546704-33559001,
ENSG00000116525,111.232,-0.623,0.082,-7.626,0,0,1,-,33611002,33647267,TRIM62,tripartite motif containing 62 [Source:HGNC Symbol,Acc:HGNC:25574],1:33611002-33647267,
ENSG00000160094,56.678,-0.597,0.103,-5.784,0,0,1,+,33722145,33746015,ZNF362,zinc finger protein 362 [Source:HGNC Symbol,Acc:HGNC:18079],1:33722145-33746015,
ENSG00000225313,8.851,0.825,0.227,3.636,0,0.002,1,+,33772966,33791499,RP11-415J8.3,,1:33772966-33791499,,
ENSG00000134686,532.922,0.695,0.057,12.265,0,0,1,-,33789223,33841194,PHC2,polyhomeotic homolog 2 (Drosophila) [Source:HGNC Symbol,Acc:HGNC:3183],1:33789223-33841194,
ENSG00000121903,40.01,-0.21,0.126,-1.673,0.094,0.248,1,+,33938245,33962107,ZSCAN20,zinc finger and SCAN domain containing 20 [Source:HGNC Symbol,Acc:HGNC:13093],1:33938245-33962107,
ENSG00000121904,8.943,0.129,0.214,0.604,0.546,0.752,1,-,33979608,34631443,CSMD2,CUB and Sushi multiple domains 2 [Source:HGNC Symbol,Acc:HGNC:19290],1:33979608-34631443,
ENSG00000163866,276.711,0.116,0.06,1.936,0.053,0.161,1,-,35178337,35325336,SMIM12,small integral membrane protein 12 [Source:HGNC Symbol,Acc:HGNC:25154],1:35178337-35325336,
ENSG00000189280,9.672,-0.836,0.21,-3.984,0,0,1,+,35220647,35224113,GJB5,gap junction protein beta 5 [Source:HGNC Symbol,Acc:HGNC:4287],1:35220647-35224113,
ENSG00000189433,0.271,-0.063,0.153,-0.409,0.682,NA,1,+,35225341,35229325,GJB4,gap junction protein beta 4 [Source:HGNC Symbol,Acc:HGNC:4286],1:35225341-35229325,
ENSG00000188910,3.654,-0.674,0.261,-2.586,0.01,0.04,1,+,35246789,35251965,GJB3,gap junction protein beta 3 [Source:HGNC Symbol,Acc:HGNC:4285],1:35246789-35251965,
ENSG00000230163,7.008,0.114,0.23,0.495,0.62,0.804,1,+,35316294,35317156,RP5-997D16.2,,1:35316294-35317156,,
ENSG00000116544,3.442,-0.025,0.26,-0.097,0.923,0.968,1,-,35331036,35395186,DLGAP3,"discs, large (Drosophila) homolog-associated protein 3 [Source:HGNC Symbol;Acc:HGNC:30368]",1:35331036-35395186,,
ENSG00000241014,12.132,-0.184,0.2,-0.922,0.356,0.597,1,-,35439956,35450914,RP11-244H3.1,,1:35439956-35450914,,
ENSG00000163867,117.79,0.012,0.08,0.143,0.886,0.951,1,-,35449522,35497569,ZMYM6,"zinc finger, MYM-type 6 [Source:HGNC Symbol;Acc:HGNC:13050]",1:35449522-35497569,,
ENSG00000197056,182.409,-0.04,0.075,-0.54,0.589,0.782,1,+,35525386,35578816,ZMYM1,"zinc finger, MYM-type 1 [Source:HGNC Symbol;Acc:HGNC:26253]",1:35525386-35578816,,
ENSG00000228348,5.551,-0.102,0.245,-0.416,0.677,0.838,1,+,35587622,35588085,EFCAB14P1,EF-hand calcium binding domain 14 pseudogene 1 [Source:HGNC Symbol,Acc:HGNC:44648],1:35587622-35588085,
ENSG00000116560,3278.942,0.252,0.043,5.938,0,0,1,-,35641978,35643262,SFPQ,splicing factor proline/glutamine-rich [Source:HGNC Symbol,Acc:HGNC:10774],1:35641978-35643262,
ENSG00000263591,3.546,-0.222,0.26,-0.853,0.393,0.632,1,-,35729822,35730083,NA,NA,1:35729822-35730083,,
ENSG00000146463,605.301,0.635,0.064,9.937,0,0,1,+,35734567,35887545,ZMYM4,"zinc finger, MYM-type 4 [Source:HGNC Symbol;Acc:HGNC:13055]",1:35734567-35887545,,
ENSG00000240374,1.276,-0.096,0.253,-0.379,0.705,NA,1,-,35757800,35758099,RN7SL503P,"RNA, 7SL, cytoplasmic 503, pseudogene [Source:HGNC Symbol;Acc:HGNC:46519]",1:35757800-35758099,,
ENSG00000229994,122.03,0.067,0.089,0.747,0.455,0.684,1,+,35816322,35817208,RPL5P4,ribosomal protein L5 pseudogene 4 [Source:HGNC Symbol,Acc:HGNC:36095],1:35816322-35817208,
ENSG00000227409,15.718,0.94,0.189,4.984,0,0,1,-,35824422,35831678,ZMYM4-AS1,ZMYM4 antisense RNA 1 [Source:HGNC Symbol,Acc:HGNC:40624],1:35824422-35831678,
ENSG00000142687,961.684,0.014,0.04,0.358,0.721,0.864,1,-,35899090,36023014,KIAA0319L,KIAA0319-like [Source:HGNC Symbol,Acc:HGNC:30071],1:35899090-36023014,
ENSG00000020129,513.943,0.081,0.049,1.658,0.097,0.253,1,+,36023073,36032373,NCDN,neurochondrin [Source:HGNC Symbol,Acc:HGNC:17597],1:36023073-36032373,
ENSG00000239636,1.696,0.009,0.264,0.032,0.974,0.989,1,-,36035413,36039348,RP4-728D4.2,,1:36035413-36039348,,
ENSG00000116819,18.325,-0.073,0.171,-0.427,0.669,0.833,1,+,36038970,36060929,TFAP2E,transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon) [Source:HGNC Symbol,Acc:HGNC:30774],1:36038970-36060929,
ENSG00000126067,955.518,0.185,0.052,3.569,0,0.002,1,-,36067184,36107445,PSMB2,proteasome subunit beta 2 [Source:HGNC Symbol,Acc:HGNC:9539],1:36067184-36107445,
ENSG00000239859,9.328,-0.247,0.221,-1.117,0.264,0.499,1,-,36171625,36171875,NA,NA,1:36171625-36171875,,
ENSG00000142686,177.642,0.001,0.071,0.018,0.986,0.994,1,-,36179475,36185073,C1orf216,chromosome 1 open reading frame 216 [Source:HGNC Symbol,Acc:HGNC:26800],1:36179475-36185073,
ENSG00000092853,167.679,-0.218,0.083,-2.614,0.009,0.038,1,-,36185818,36235568,CLSPN,claspin [Source:HGNC Symbol,Acc:HGNC:19715],1:36185818-36235568,
ENSG00000232335,15.196,-0.297,0.179,-1.659,0.097,0.253,1,+,36204989,36209177,RP11-435D7.3,,1:36204989-36209177,,
ENSG00000134698,117.021,-0.316,0.092,-3.436,0.001,0.003,1,+,36273772,36323491,AGO4,"argonaute 4, RISC catalytic component [Source:HGNC Symbol;Acc:HGNC:18424]",1:36273772-36323491,,
ENSG00000092847,356.764,-0.039,0.065,-0.594,0.552,0.758,1,+,36335408,36386559,AGO1,"argonaute 1, RISC catalytic component [Source:HGNC Symbol;Acc:HGNC:3262]",1:36335408-36386559,,
ENSG00000271914,1.085,-0.312,0.251,-1.245,0.213,NA,1,-,36395320,36395716,RP4-789D17.5,,1:36395320-36395716,,
ENSG00000126070,272.116,0.013,0.067,0.195,0.846,0.933,1,+,36396318,36449010,AGO3,"argonaute 3, RISC catalytic component [Source:HGNC Symbol;Acc:HGNC:18421]",1:36396318-36449010,,
ENSG00000271554,5.718,0.084,0.244,0.346,0.729,0.869,1,-,36457709,36479118,RP4-665N4.8,,1:36457709-36479118,,
ENSG00000092850,2.491,-0.5,0.266,-1.877,0.061,0.179,1,+,36549675,36553876,TEKT2,tektin 2 (testicular) [Source:HGNC Symbol,Acc:HGNC:11725],1:36549675-36553876,
ENSG00000116863,310.01,0.132,0.071,1.866,0.062,0.182,1,+,36554475,36559533,ADPRHL2,ADP-ribosylhydrolase like 2 [Source:HGNC Symbol,Acc:HGNC:21304],1:36554475-36559533,
ENSG00000171812,2.406,0.005,0.266,0.017,0.986,0.994,1,-,36560836,36565850,COL8A2,"collagen, type VIII, alpha 2 [Source:HGNC Symbol;Acc:HGNC:2216]",1:36560836-36565850,,
ENSG00000054116,376.247,0.166,0.06,2.759,0.006,0.026,1,-,36602172,36615070,TRAPPC3,trafficking protein particle complex 3 [Source:HGNC Symbol,Acc:HGNC:19942],1:36602172-36615070,
ENSG00000116871,727.844,0.212,0.053,4.004,0,0,1,+,36621179,36640609,MAP7D1,MAP7 domain containing 1 [Source:HGNC Symbol,Acc:HGNC:25514],1:36621179-36640609,
ENSG00000264592,5.017,-0.445,0.247,-1.799,0.072,0.203,1,+,36657515,36657769,RN7SL131P,"RNA, 7SL, cytoplasmic 131, pseudogene [Source:HGNC Symbol;Acc:HGNC:46147]",1:36657515-36657769,,
ENSG00000054118,1249.959,0.227,0.044,5.1,0,0,1,+,36690016,36770958,THRAP3,thyroid hormone receptor associated protein 3 [Source:HGNC Symbol,Acc:HGNC:22964],1:36690016-36770958,
ENSG00000214193,39.75,0.249,0.144,1.732,0.083,0.226,1,+,36771987,36785398,SH3D21,SH3 domain containing 21 [Source:HGNC Symbol,Acc:HGNC:26236],1:36771987-36785398,
ENSG00000142694,12.356,-0.001,0.204,-0.005,0.996,0.998,1,-,36787631,36789755,EVA1B,eva-1 homolog B (C. elegans) [Source:HGNC Symbol,Acc:HGNC:25558],1:36787631-36789755,
ENSG00000116883,30.328,-0.069,0.144,-0.476,0.634,0.812,1,+,36789334,36794822,RP11-268J15.5,,1:36789334-36794822,,
ENSG00000196182,509.179,0.195,0.041,4.73,0,0,1,-,36805224,36826941,STK40,serine/threonine kinase 40 [Source:HGNC Symbol,Acc:HGNC:21373],1:36805224-36826941,
ENSG00000181817,131.229,0.215,0.082,2.631,0.009,0.036,1,-,36856838,36863488,LSM10,"LSM10, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:17562]",1:36856838-36863488,,
ENSG00000116885,48.298,0.123,0.111,1.107,0.268,0.504,1,-,36881427,36887782,OSCP1,organic solute carrier partner 1 [Source:HGNC Symbol,Acc:HGNC:29971],1:36881427-36887782,
ENSG00000116898,404.008,0.018,0.066,0.273,0.784,0.9,1,-,36921318,36930038,MRPS15,mitochondrial ribosomal protein S15 [Source:HGNC Symbol,Acc:HGNC:14504],1:36921318-36930038,
ENSG00000119535,8.716,-0.001,0.216,-0.006,0.996,0.998,1,-,36931643,36948879,CSF3R,colony stimulating factor 3 receptor [Source:HGNC Symbol,Acc:HGNC:2439],1:36931643-36948879,
ENSG00000163873,513.597,0.185,0.068,2.734,0.006,0.028,1,-,37261127,37499726,GRIK3,"glutamate receptor, ionotropic, kainate 3 [Source:HGNC Symbol;Acc:HGNC:4581]",1:37261127-37499726,,
ENSG00000233621,68.452,0.709,0.119,5.938,0,0,1,-,37920479,37940012,LINC01137,long intergenic non-protein coding RNA 1137 [Source:HGNC Symbol,Acc:HGNC:49453],1:37920479-37940012,
ENSG00000163874,433.764,2.569,0.083,30.963,0,0,1,+,37940152,37949980,ZC3H12A,zinc finger CCCH-type containing 12A [Source:HGNC Symbol,Acc:HGNC:26259],1:37940152-37949980,
